65000,273.122,-52.6396,0.0002,0.002,0,5.9e+09,0.0504968,2.0001,10
65000,273.122,-52.9362,0.0002,0.002,1,5.9e+09,0.0504968,2.0001,10
65000,273.122,-53.2167,0.0002,0.002,2,5.9e+09,0.0504968,2.0001,10
65000,273.122,-53.4818,0.0002,0.002,3,5.9e+09,0.0504968,2.0001,10
65000,273.122,-53.7325,0.0002,0.002,4,5.9e+09,0.0504968,2.0001,10
65000,273.122,-53.9696,0.0002,0.002,5,5.9e+09,0.0504968,2.0001,10
65000,273.122,-54.1939,0.0002,0.002,6,5.9e+09,0.0504968,2.0001,10
65000,273.122,-54.406,0.0002,0.002,7,5.9e+09,0.0504968,2.0001,10
65000,273.122,-54.6068,0.0002,0.002,8,5.9e+09,0.0504968,2.0001,10
65000,273.122,-54.7967,0.0002,0.002,9,5.9e+09,0.0504968,2.0001,10
65000,273.122,-54.9764,0.0002,0.002,10,5.9e+09,0.0504968,2.0001,10
65000,273.122,-55.1465,0.0002,0.002,11,5.9e+09,0.0504968,2.0001,10
65000,273.122,-55.3074,0.0002,0.002,12,5.9e+09,0.0504968,2.0001,10
65000,273.122,-55.4597,0.0002,0.002,13,5.9e+09,0.0504968,2.0001,10
65000,273.122,-55.6039,0.0002,0.002,14,5.9e+09,0.0504968,2.0001,10
65000,273.122,-55.7403,0.0002,0.002,15,5.9e+09,0.0504968,2.0001,10
65000,273.122,-55.8694,0.0002,0.002,16,5.9e+09,0.0504968,2.0001,10
65000,273.122,-55.9917,0.0002,0.002,17,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.1074,0.0002,0.002,18,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.2169,0.0002,0.002,19,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.3206,0.0002,0.002,20,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.4188,0.0002,0.002,21,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.5118,0.0002,0.002,22,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.5999,0.0002,0.002,23,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.6835,0.0002,0.002,24,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.7627,0.0002,0.002,25,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.8378,0.0002,0.002,26,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.9091,0.0002,0.002,27,5.9e+09,0.0504968,2.0001,10
65000,273.122,-56.9769,0.0002,0.002,28,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.0414,0.0002,0.002,29,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.1028,0.0002,0.002,30,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.1613,0.0002,0.002,31,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.2171,0.0002,0.002,32,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.2706,0.0002,0.002,33,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.3218,0.0002,0.002,34,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.3711,0.0002,0.002,35,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.4185,0.0002,0.002,36,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.4643,0.0002,0.002,37,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.5087,0.0002,0.002,38,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.5519,0.0002,0.002,39,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.5941,0.0002,0.002,40,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.6354,0.0002,0.002,41,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.676,0.0002,0.002,42,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.7162,0.0002,0.002,43,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.756,0.0002,0.002,44,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.7957,0.0002,0.002,45,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.8355,0.0002,0.002,46,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.8755,0.0002,0.002,47,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.9159,0.0002,0.002,48,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.9569,0.0002,0.002,49,5.9e+09,0.0504968,2.0001,10
65000,273.122,-57.9986,0.0002,0.002,50,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.0412,0.0002,0.002,51,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.0848,0.0002,0.002,52,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.1297,0.0002,0.002,53,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.1759,0.0002,0.002,54,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.2237,0.0002,0.002,55,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.2732,0.0002,0.002,56,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.3245,0.0002,0.002,57,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.3778,0.0002,0.002,58,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.4333,0.0002,0.002,59,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.491,0.0002,0.002,60,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.5511,0.0002,0.002,61,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.6138,0.0002,0.002,62,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.6791,0.0002,0.002,63,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.7472,0.0002,0.002,64,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.8182,0.0002,0.002,65,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.8922,0.0002,0.002,66,5.9e+09,0.0504968,2.0001,10
65000,273.122,-58.9693,0.0002,0.002,67,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.0496,0.0002,0.002,68,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.1332,0.0002,0.002,69,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.2202,0.0002,0.002,70,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.3107,0.0002,0.002,71,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.4046,0.0002,0.002,72,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.5022,0.0002,0.002,73,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.6034,0.0002,0.002,74,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.7082,0.0002,0.002,75,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.8167,0.0002,0.002,76,5.9e+09,0.0504968,2.0001,10
65000,273.122,-59.9289,0.0002,0.002,77,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.0448,0.0002,0.002,78,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.1645,0.0002,0.002,79,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.2878,0.0002,0.002,80,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.4148,0.0002,0.002,81,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.5455,0.0002,0.002,82,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.6797,0.0002,0.002,83,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.8174,0.0002,0.002,84,5.9e+09,0.0504968,2.0001,10
65000,273.122,-60.9586,0.0002,0.002,85,5.9e+09,0.0504968,2.0001,10
65000,273.122,-61.1031,0.0002,0.002,86,5.9e+09,0.0504968,2.0001,10
65000,273.122,-61.251,0.0002,0.002,87,5.9e+09,0.0504968,2.0001,10
65000,273.122,-61.4019,0.0002,0.002,88,5.9e+09,0.0504968,2.0001,10
65000,273.122,-61.5559,0.0002,0.002,89,5.9e+09,0.0504968,2.0001,10
65000,273.122,-61.7128,0.0002,0.002,90,5.9e+09,0.0504968,2.0001,10
65000,273.122,-61.8724,0.0002,0.002,91,5.9e+09,0.0504968,2.0001,10
65000,273.122,-62.0347,0.0002,0.002,92,5.9e+09,0.0504968,2.0001,10
65000,273.122,-62.1993,0.0002,0.002,93,5.9e+09,0.0504968,2.0001,10
65000,273.122,-62.3662,0.0002,0.002,94,5.9e+09,0.0504968,2.0001,10
65000,273.122,-62.5352,0.0002,0.002,95,5.9e+09,0.0504968,2.0001,10
65000,273.122,-62.706,0.0002,0.002,96,5.9e+09,0.0504968,2.0001,10
65000,273.122,-62.8785,0.0002,0.002,97,5.9e+09,0.0504968,2.0001,10
65000,273.122,-63.0525,0.0002,0.002,98,5.9e+09,0.0504968,2.0001,10
65000,273.122,-63.2276,0.0002,0.002,99,5.9e+09,0.0504968,2.0001,10
65000,273.122,-63.4037,0.0002,0.002,100,5.9e+09,0.0504968,2.0001,10
